kierunek_nazwa;kierunek_skrot;wydzial_nazwa;wydzial_skrot;rodzaj_studiow_nazwa;rodzaj_studiow_skrot;rok_akademicki_nazwa;rodzaj_naboru_nazwa;rodzaj_naboru_skrot;profil_ksztalcenia_nazwa;profil_ksztalcenia_symbol;poziom_ksztalcenia_nazwa;poziom_ksztalcenia_symbol;forma_studiow_nazwa;forma_studiow_symbol;numer_semestru;rodzaj_wyboru_nazwa;rodzaj_wyboru_skrot;specjalnosc_nazwa;specjalnosc_skrot;przedmiot_nazwa;katedra_nazwa;katedra_skrot;sposob_zaliczenia_nazwa;sposob_zaliczenia_skrot;punkty_ects;godziny_wykladu;godziny_cwiczen;godziny_laboratorium;godziny_wykladu_nst;godziny_cwiczen_nst;godziny_laboratorium_nst;status_przedmiotu
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"swobodnego wyboru";"SW";"-";"-";"TECHNOLOGIE MOBILNE";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"swobodnego wyboru";"SW";"-";"-";"UWARUNKOWANIA DEMOGRAFICZNE ROZWOJU MIAST I REGIONÓW";"Katedra Dziennikarstwa Ekonomicznego i Nowych Mediów";"KDE";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"kierunkowy";"KR";"-";"-";"BEZPIECZEŃSTWO PRACY I ERGONOMIA W INFORMATYCE";"Katedra Przedsiębiorczości i Zarządzania Innowacyjnego";"PZI";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"kierunkowy";"KR";"-";"-";"MULTIMEDIA";"Katedra Informatyki";"INF";"zaliczenie/egzamin";"Z/E";"4,0";"15";"0";"30";"9";"0";"18";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"kierunkowy";"KR";"-";"-";"PROSEMINARIUM";"Katedra Badań Operacyjnych";"BO";"zaliczenie";"Z";"0,0";"0";"9";"0";"0";"6";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"kierunkowy";"KR";"-";"-";"SZTUCZNA INTELIGENCJA";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie/egzamin";"Z/E";"4,0";"15";"0";"30";"9";"0";"18";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"specjalnościowy";"SP";"Bazy danych i hurtownie danych";"BDIHD";"PROGRAMOWANIE BAZ DANYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie/egzamin";"Z/E";"6,0";"30";"30";"0";"18";"18";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"specjalnościowy";"SP";"Bazy danych i hurtownie danych";"BDIHD";"WPROWADZENIE DO PROJEKTOWANIA BAZ DANYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"4,0";"15";"0";"30";"9";"0";"18";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"specjalnościowy";"SP";"Programowanie gier i aplikacji mobilnych";"PGAMO";"GRAFIKA 3D W GRACH I APLIKACJACH MULTIMEDIALNYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"5,0";"15";"30";"0";"9";"18";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"specjalnościowy";"SP";"Programowanie gier i aplikacji mobilnych";"PGAMO";"PROJEKTOWANIE INTERFEJSU GIER I APLIKACJI MULTIMEDIALNYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie/egzamin";"Z/E";"5,0";"30";"30";"0";"18";"18";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"specjalnościowy";"SP";"Zintegrowane systemy informatyczne zarządzania";"ZSIZ";"ADMINISTRACJA SIECIĄ KOMPUTEROWĄ";"Katedra Informatyki";"INF";"zaliczenie";"Z";"4,0";"15";"30";"0";"9";"18";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"specjalnościowy";"SP";"Zintegrowane systemy informatyczne zarządzania";"ZSIZ";"PROJEKTOWANIE ORGANIZACJI I ARCHITEKTURY KORPORACYJNE";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"30";"0";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"4";"specjalnościowy";"SP";"Zintegrowane systemy informatyczne zarządzania";"ZSIZ";"TECHNOLOGIA OLAP";"Katedra Informatyki";"INF";"zaliczenie/egzamin";"Z/E";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"do wyboru (stary tryb)";"WB";"-";"-";"ETYKA";"Katedra Zarządzania Publicznego i Nauk Społecznych";"ZPNS";"zaliczenie";"Z";"3,0";"30";"0";"0";"18";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"do wyboru (stary tryb)";"WB";"-";"-";"FILOZOFIA";"Katedra Zarządzania Publicznego i Nauk Społecznych";"ZPNS";"zaliczenie";"Z";"3,0";"30";"0";"0";"18";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"do wyboru (stary tryb)";"WB";"-";"-";"PSYCHOLOGIA";"Katedra Polityki Społecznej i Gospodarczej";"PSIG";"zaliczenie";"Z";"3,0";"30";"0";"0";"18";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"do wyboru (stary tryb)";"WB";"-";"-";"SOCJOLOGIA";"Katedra Zarządzania Publicznego i Nauk Społecznych";"ZPNS";"zaliczenie";"Z";"3,0";"30";"0";"0";"18";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"ADMINISTRACJA BAZĄ DANYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"KSZTAŁTOWANIE RELACJI W KANAŁACH DYSTRYBUCJI";"Katedra Badań Rynkowych i Marketingowych";"BRM";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"MIĘDZY EKONOMIĄ, MATEMATYKĄ A MUZYKĄ";"Katedra Badań Operacyjnych";"BO";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"PROGRAMOWANIE APLIKACJI INTERNETOWYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"PROGRAMOWANIE APLIKACJI MOBILNYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"REPORTAŻ PODRÓŻNICZY";"Katedra Dziennikarstwa Ekonomicznego i Nowych Mediów";"KDE";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"SAP - KONFIGURACJA I FINANSE";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"SAP - LOGISTYKA I ZARZĄDZANIE PERSONELEM";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"SIECI CISCO";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"swobodnego wyboru";"SW";"-";"-";"ZACHOWANIA NABYWCÓW INSTYTUCJONALNYCH";"Katedra Badań Rynkowych i Marketingowych";"BRM";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"kierunkowy";"KR";"-";"-";"PODSTAWY EKONOMII";"Katedra Ekonomii i Polityki Transformacji";"EPT";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"kierunkowy";"KR";"-";"-";"PROBLEMY SPOŁECZNE I ZAWODOWE INFORMATYKI";"Katedra Informatyki";"INF";"zaliczenie";"Z";"2,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"kierunkowy";"KR";"-";"-";"SEMINARIUM DYPLOMOWE";"Katedra Badań Operacyjnych";"BO";"zaliczenie";"Z";"0,0";"0";"15";"0";"0";"15";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"kierunkowy";"KR";"-";"-";"WPROWADZENIE DO HURTOWNI DANYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie/egzamin";"Z/E";"4,0";"15";"0";"30";"9";"0";"18";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Bazy danych i hurtownie danych";"BDIHD";"ADMINISTROWANIE BAZĄ DANYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"6,0";"30";"30";"0";"18";"18";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Bazy danych i hurtownie danych";"BDIHD";"TWORZENIE APLIKACJI INTERNETOWYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie/egzamin";"Z/E";"6,0";"30";"0";"30";"18";"0";"18";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Programowanie gier i aplikacji mobilnych";"PGAMO";"TWORZENIE GIER NA URZĄDZENIA MOBILNE";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie/egzamin";"Z/E";"6,0";"30";"30";"0";"18";"18";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Programowanie gier i aplikacji mobilnych";"PGAMO";"TWORZENIE INTERNETOWYCH GIER BIZNESOWYCH I EDUKACYJNYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Programowanie gier i aplikacji mobilnych";"PGAMO";"WPROWADZENIE DO TWORZENIA INTELIGENTNYCH GIER STRATEGICZNYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Zintegrowane systemy informatyczne zarządzania";"ZSIZ";"MODELOWANIE PROCESÓW BIZNESOWYCH";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"15";"0";"9";"9";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Zintegrowane systemy informatyczne zarządzania";"ZSIZ";"PROJEKTOWANIE SI";"Katedra Informatyki";"INF";"zaliczenie/egzamin";"Z/E";"6,0";"30";"0";"30";"18";"0";"18";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"5";"specjalnościowy";"SP";"Zintegrowane systemy informatyczne zarządzania";"ZSIZ";"ZINTEGROWANE SYSTEMY KIEROWANIA PRODUKCJĄ";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"0";"15";"9";"0";"9";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"swobodnego wyboru";"SW";"-";"-";"ANALIZY DANYCH Z WYKORZYSTANIEM PAKIETU STATISTICA";"Katedra Demografii i Statystyki Ekonomicznej";"DSE";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"swobodnego wyboru";"SW";"-";"-";"GRAFIKA PREZENTACYJNA";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"swobodnego wyboru";"SW";"-";"-";"MARKETING W WYSZUKIWARKACH INTERNETOWYCH";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"swobodnego wyboru";"SW";"-";"-";"MEDIA I RELIGIA (PROBLEMATYKA SACRUM W MEDIACH)";"Katedra Dziennikarstwa Ekonomicznego i Nowych Mediów";"KDE";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"swobodnego wyboru";"SW";"-";"-";"PODSTAWY BAZ DANYCH";"Katedra Inżynierii Wiedzy";"IW";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"swobodnego wyboru";"SW";"-";"-";"TECHNOLOGIE MOBILNE";"Katedra Informatyki";"INF";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"swobodnego wyboru";"SW";"-";"-";"UWARUNKOWANIA DEMOGRAFICZNE ROZWOJU MIAST I REGIONÓW";"Katedra Demografii i Statystyki Ekonomicznej";"DSE";"zaliczenie";"Z";"3,0";"15";"0";"0";"9";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"kierunkowy";"KR";"-";"-";"JĘZYK OBCY";"Międzywydziałowe Centrum Języków Obcych";"JO";"zaliczenie/egzamin";"Z/E";"5,0";"0";"180";"0";"0";"90";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"kierunkowy";"KR";"-";"-";"PRAKTYKA";"Katedra Badań Operacyjnych";"BO";"zaliczenie";"Z";"5,0";"0";"0";"0";"0";"0";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"kierunkowy";"KR";"-";"-";"SEMINARIUM DYPLOMOWE";"Katedra Badań Operacyjnych";"BO";"zaliczenie";"Z";"15,0";"0";"15";"0";"0";"15";"0";""
"Informatyka";"INF";"Wydział Informatyki i Komunikacji";"WIK";"Studia pierwszego stopnia licencjackie stacjonarne i niestacjonarne";"SN1st";"2015/2016";"zimowy";"Z";"ogólnoakademicki";"A";"Studia pierwszego stopnia licencjackie";"1st";"stacjonarne i niestacjonarne";"SN";"6";"kierunkowy";"KR";"-";"-";"WYCHOWANIE FIZYCZNE";"Studium Wychowania Fizycznego i Sportu";"WF";"zaliczenie";"Z";"2,0";"0";"60";"0";"0";"18";"0";""